"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.473291112400731,"Pt2E1"
"Friend","RT","Odd-Even",0.606494923014151,"Pt2E1"
"Friend","ACC","First-Second",0.425554282301796,"Pt2E1"
"Friend","ACC","Odd-Even",0.52457401829177,"Pt2E1"
"Friend","d Prime","First-Second",0.285215421511994,"Pt2E1"
"Friend","d Prime","Odd-Even",0.287575156087093,"Pt2E1"
"Friend","Efficiency","First-Second",0.365887162475902,"Pt2E1"
"Friend","Efficiency","Odd-Even",0.573745275082022,"Pt2E1"
"Friend","ezDDM v","First-Second",0.391802703437212,"Pt2E1"
"Friend","ezDDM v","Odd-Even",0.506531182623416,"Pt2E1"
"Friend","ezDDM z","First-Second",0.14760281674131,"Pt2E1"
"Friend","ezDDM z","Odd-Even",0.04217808178078,"Pt2E1"
"Friend","rwDDM v","First-Second",0.0978845818313082,"Pt2E1"
"Friend","rwDDM v","Odd-Even",0.248731841415418,"Pt2E1"
"Friend","rwDDM z","First-Second",0.0617308412426908,"Pt2E1"
"Friend","rwDDM z","Odd-Even",-0.107989493329892,"Pt2E1"
"Stranger","RT","First-Second",0.4796232280203,"Pt2E1"
"Stranger","RT","Odd-Even",0.549814858836904,"Pt2E1"
"Stranger","ACC","First-Second",0.475166489736705,"Pt2E1"
"Stranger","ACC","Odd-Even",0.601341243059262,"Pt2E1"
"Stranger","d Prime","First-Second",0.268759907930599,"Pt2E1"
"Stranger","d Prime","Odd-Even",0.319012486313899,"Pt2E1"
"Stranger","Efficiency","First-Second",0.168460925253342,"Pt2E1"
"Stranger","Efficiency","Odd-Even",0.468819356545454,"Pt2E1"
"Stranger","ezDDM v","First-Second",0.395888870282068,"Pt2E1"
"Stranger","ezDDM v","Odd-Even",0.486315471449755,"Pt2E1"
"Stranger","ezDDM z","First-Second",0.162235140349662,"Pt2E1"
"Stranger","ezDDM z","Odd-Even",0.178191864168628,"Pt2E1"
"Stranger","rwDDM v","First-Second",0.113700382521861,"Pt2E1"
"Stranger","rwDDM v","Odd-Even",0.166859820233655,"Pt2E1"
"Stranger","rwDDM z","First-Second",0.0498373000313571,"Pt2E1"
"Stranger","rwDDM z","Odd-Even",-0.0289102108626,"Pt2E1"
