"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.104021373084028,"P95E1"
"Friend","RT","Odd-Even",0.196438608166797,"P95E1"
"Friend","ACC","First-Second",-0.167645512575655,"P95E1"
"Friend","ACC","Odd-Even",0.208743995413308,"P95E1"
"Friend","d Prime","First-Second",-0.0137457759137853,"P95E1"
"Friend","d Prime","Odd-Even",0.101907214192827,"P95E1"
"Friend","Efficiency","First-Second",0.0586324394099118,"P95E1"
"Friend","Efficiency","Odd-Even",0.106970800662249,"P95E1"
"Friend","ezDDM v","First-Second",0.0558647893682643,"P95E1"
"Friend","ezDDM v","Odd-Even",0.166054038918751,"P95E1"
"Friend","ezDDM z","First-Second",-0.110246690051626,"P95E1"
"Friend","ezDDM z","Odd-Even",0.216589107968299,"P95E1"
"Friend","rwDDM v","First-Second",0.0515110721032314,"P95E1"
"Friend","rwDDM v","Odd-Even",0.086328305866381,"P95E1"
"Friend","rwDDM z","First-Second",-0.204830438030197,"P95E1"
"Friend","rwDDM z","Odd-Even",-0.0789479889161469,"P95E1"
"Stranger","RT","First-Second",0.447951642759773,"P95E1"
"Stranger","RT","Odd-Even",0.572011896553276,"P95E1"
"Stranger","ACC","First-Second",-0.0592174060320068,"P95E1"
"Stranger","ACC","Odd-Even",-0.155292949326772,"P95E1"
"Stranger","d Prime","First-Second",0.106058497010296,"P95E1"
"Stranger","d Prime","Odd-Even",0.10002846361515,"P95E1"
"Stranger","Efficiency","First-Second",0.492375680553661,"P95E1"
"Stranger","Efficiency","Odd-Even",0.563520509994263,"P95E1"
"Stranger","ezDDM v","First-Second",0.476077048746426,"P95E1"
"Stranger","ezDDM v","Odd-Even",0.449303895795584,"P95E1"
"Stranger","ezDDM z","First-Second",-0.0749305265108639,"P95E1"
"Stranger","ezDDM z","Odd-Even",-0.0831017798538237,"P95E1"
"Stranger","rwDDM v","First-Second",0.441417736976232,"P95E1"
"Stranger","rwDDM v","Odd-Even",0.398868952421247,"P95E1"
"Stranger","rwDDM z","First-Second",0.0388032949799,"P95E1"
"Stranger","rwDDM z","Odd-Even",0.154676986359914,"P95E1"
