"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.0449246097007104,"Pn16E2"
"Friend","RT","Odd-Even",0.790057793506761,"Pn16E2"
"Friend","ACC","First-Second",-0.175578251902995,"Pn16E2"
"Friend","ACC","Odd-Even",0.778829831085581,"Pn16E2"
"Friend","d Prime","First-Second",-0.524163882198276,"Pn16E2"
"Friend","d Prime","Odd-Even",0.477172257087926,"Pn16E2"
"Friend","Efficiency","First-Second",-0.105871893625059,"Pn16E2"
"Friend","Efficiency","Odd-Even",0.872636123920694,"Pn16E2"
"Friend","ezDDM v","First-Second",-0.20891097978803,"Pn16E2"
"Friend","ezDDM v","Odd-Even",0.75583638394233,"Pn16E2"
"Friend","ezDDM z","First-Second",0.00776513950208815,"Pn16E2"
"Friend","ezDDM z","Odd-Even",0.0793994443844852,"Pn16E2"
"Friend","rwDDM v","First-Second",-0.193457552447506,"Pn16E2"
"Friend","rwDDM v","Odd-Even",0.663264532562081,"Pn16E2"
"Friend","rwDDM z","First-Second",0.132059476390873,"Pn16E2"
"Friend","rwDDM z","Odd-Even",0.432685679936037,"Pn16E2"
