"Target","Indice","Method","r","Paper_ID"
"Mother","RT","First-Second",0.59071772264746,"Ps5E3"
"Mother","RT","Odd-Even",0.75577843902251,"Ps5E3"
"Mother","ACC","First-Second",0.362492802208943,"Ps5E3"
"Mother","ACC","Odd-Even",0.289887596679252,"Ps5E3"
"Mother","d Prime","First-Second",0.267552864827624,"Ps5E3"
"Mother","d Prime","Odd-Even",0.285752157132042,"Ps5E3"
"Mother","Efficiency","First-Second",0.522088437657837,"Ps5E3"
"Mother","Efficiency","Odd-Even",0.65278243518334,"Ps5E3"
"Mother","ezDDM v","First-Second",0.383064297979543,"Ps5E3"
"Mother","ezDDM v","Odd-Even",0.429285713458096,"Ps5E3"
"Mother","ezDDM z","First-Second",0.03215356224079,"Ps5E3"
"Mother","ezDDM z","Odd-Even",0.217377352879134,"Ps5E3"
"Mother","rwDDM v","First-Second",0.00169258617249301,"Ps5E3"
"Mother","rwDDM v","Odd-Even",-0.00298145666594188,"Ps5E3"
"Mother","rwDDM z","First-Second",-0.0316968045486431,"Ps5E3"
"Mother","rwDDM z","Odd-Even",0.0969449136072934,"Ps5E3"
"Stranger","RT","First-Second",0.614982822969139,"Ps5E3"
"Stranger","RT","Odd-Even",0.595407141463439,"Ps5E3"
"Stranger","ACC","First-Second",0.625972262989919,"Ps5E3"
"Stranger","ACC","Odd-Even",0.832664547017347,"Ps5E3"
"Stranger","d Prime","First-Second",0.362489754388545,"Ps5E3"
"Stranger","d Prime","Odd-Even",0.280279519438326,"Ps5E3"
"Stranger","Efficiency","First-Second",0.826560989587969,"Ps5E3"
"Stranger","Efficiency","Odd-Even",0.851162511097003,"Ps5E3"
"Stranger","ezDDM v","First-Second",0.456063644860264,"Ps5E3"
"Stranger","ezDDM v","Odd-Even",0.683640355806745,"Ps5E3"
"Stranger","ezDDM z","First-Second",0.156688380408377,"Ps5E3"
"Stranger","ezDDM z","Odd-Even",0.359763387158467,"Ps5E3"
"Stranger","rwDDM v","First-Second",0.229097807059217,"Ps5E3"
"Stranger","rwDDM v","Odd-Even",0.399469052586942,"Ps5E3"
"Stranger","rwDDM z","First-Second",0.371844210675439,"Ps5E3"
"Stranger","rwDDM z","Odd-Even",0.267514720648935,"Ps5E3"
