"Indice","ICC.a","ICC.c","Target","Paper_ID"
"RT",0.715674686311017,0.731858264885883,"Stranger","Ps2E1"
"ACC",0.131224403045553,0.131224403045553,"Stranger","Ps2E1"
"d",0.589776380886267,0.589776380886267,"Stranger","Ps2E1"
"η",0.452340210129348,0.45415220713942,"Stranger","Ps2E1"
"v.hausekeep.",0.0544599486993866,0.0544599486993866,"Stranger","Ps2E1"
"z.hausekeep.",0.283727864999478,0.283727864999478,"Stranger","Ps2E1"
"v.RWiener.",0,0,"Stranger","Ps2E1"
"z.RWiener.",0.112836409890326,0.112836409967122,"Stranger","Ps2E1"
