cov,Target,Indice,ICC,LLCI,ULCI
0,Friend,RT,0.535317461,0.472222694,0.80910405
0,Friend,ACC,0.261363117,0.165698818,0.635687944
0,Friend,d Prime,0.099964499,0.08423483,0.565414363
0,Friend,Efficiency,0.526072882,0.469951193,0.779117438
0,Friend,ezDDM v,0.167320331,0.099647688,0.526670743
0,Friend,ezDDM z,0.106369033,0.052438072,0.504408325
0,Friend,rwDDM v,0.070606312,0.028957531,0.536458799
0,Friend,rwDDM z,0.101760986,0.063774849,0.502068183
