ICC.a,ICC.c,ICCk.a,ICCk.c,sigma2_b,sigma2_w,sigma2_rep,var.data,error.message,Indice
0.585244534,0.597201026,0.894362724,0.898946699,1322.679086,892.1179907,45.24809978,2232.389841,0,RT
0.079131712,0.082271008,0.34019085,0.349753275,0.000375413,0.004187714,0.000181027,0.00471645,0,ACC
0.177968966,0.177968966,0.565027234,0.565027234,0.073931712,0.341487412,0,0.412878505,0,d Prime
0.337964002,0.36020819,0.753873495,0.771587841,2494.892134,4431.358307,455.8734505,7348.347735,0,Efficiency
0.179935588,0.187288615,0.568313979,0.580307113,0.001023482,0.004441248,0.000223315,0.005611813,0,ezDDM v
0,0,0,0,0,6.89E-05,1.42E-19,6.86E-05,0,ezDDM Z
0.094445328,0.094445328,0.384908107,0.384908107,0.198887152,1.906957105,2.69E-09,2.085652916,0,rwDDM v
0.044088814,0.044088814,0.216751337,0.216751337,0.000839684,0.018205604,0,0.019089814,0,rwDDM Z
