cov,Target,Indice,ICC,LLCI,ULCI
1,Stranger,RT,0.605265417,0.564586602,0.828812
1,Stranger,ACC,0.117289695,0,0.566945215
1,Stranger,d Prime,0.177968966,0.109592048,0.53985931
1,Stranger,Efficiency,0.3997177,0.356239327,0.774706549
1,Stranger,ezDDM v,0.219195993,0.118915756,0.616282157
1,Stranger,ezDDM z,0,0,0.368875105
1,Stranger,rwDDM v,0.095689925,0.044033279,0.48639424
1,Stranger,rwDDM z,0.105672053,0.044527823,0.581944904
