Subject,Group,Sex,Yes,Correctanswer,iti.ACC,iti.RT,Label,Shape
2,2,female,j,j,,,Stranger,Stranger
2,2,female,j,j,,,Friend,Friend
2,2,female,j,j,,,Self,Self
2,2,female,j,f,,,Stranger,Friend
2,2,female,j,f,,,Friend,Stranger
2,2,female,j,f,,,Self,Stranger
2,2,female,j,j,,,Friend,Friend
2,2,female,j,f,,,Self,Friend
2,2,female,j,j,,,Self,Self
2,2,female,j,f,,,Stranger,self
2,2,female,j,j,,,Stranger,Stranger
2,2,female,j,f,,,Friend,Self
2,2,female,j,f,1,631,Stranger,self
2,2,female,j,f,1,604,Friend,Stranger
2,2,female,j,f,0,0,Friend,Self
2,2,female,j,f,1,569,Stranger,Friend
2,2,female,j,f,1,575,Self,Stranger
2,2,female,j,j,1,574,Stranger,Stranger
2,2,female,j,j,1,416,Friend,Friend
2,2,female,j,j,0,328,Friend,Friend
2,2,female,j,f,1,568,Self,Friend
2,2,female,j,j,1,437,Self,Self
2,2,female,j,j,1,452,Self,Self
2,2,female,j,j,1,480,Stranger,Stranger
2,2,female,j,f,1,626,Stranger,Friend
2,2,female,j,j,1,311,Friend,Friend
2,2,female,j,f,1,574,Friend,Stranger
2,2,female,j,f,0,484,Self,Friend
2,2,female,j,j,1,560,Stranger,Stranger
2,2,female,j,j,1,511,Stranger,Stranger
2,2,female,j,f,1,459,Stranger,self
2,2,female,j,f,1,669,Self,Stranger
2,2,female,j,j,1,448,Self,Self
2,2,female,j,f,1,583,Friend,Self
2,2,female,j,j,1,713,Friend,Friend
2,2,female,j,j,1,472,Self,Self
2,2,female,j,f,1,484,Self,Stranger
2,2,female,j,f,0,450,Self,Friend
2,2,female,j,j,1,435,Stranger,Stranger
2,2,female,j,j,0,592,Self,Self
2,2,female,j,f,1,642,Friend,Stranger
2,2,female,j,f,1,601,Stranger,Friend
2,2,female,j,j,1,599,Self,Self
2,2,female,j,j,1,530,Friend,Friend
2,2,female,j,f,1,587,Stranger,self
2,2,female,j,j,1,605,Stranger,Stranger
2,2,female,j,j,1,819,Friend,Friend
2,2,female,j,f,1,396,Friend,Self
2,2,female,j,f,0,436,Self,Stranger
2,2,female,j,j,1,422,Friend,Friend
2,2,female,j,f,0,436,Stranger,self
2,2,female,j,j,1,339,Stranger,Stranger
2,2,female,j,j,1,484,Self,Self
2,2,female,j,j,1,499,Friend,Friend
2,2,female,j,j,1,547,Self,Self
2,2,female,j,f,1,683,Friend,Stranger
2,2,female,j,j,1,582,Stranger,Stranger
2,2,female,j,f,0,454,Self,Friend
2,2,female,j,f,1,683,Stranger,Friend
2,2,female,j,f,1,625,Friend,Self
2,2,female,j,j,1,571,Stranger,Stranger
2,2,female,j,f,1,569,Stranger,self
2,2,female,j,f,1,734,Friend,Stranger
2,2,female,j,f,1,515,Self,Stranger
2,2,female,j,f,1,631,Stranger,Friend
2,2,female,j,j,1,699,Stranger,Stranger
2,2,female,j,j,0,599,Friend,Friend
2,2,female,j,j,0,601,Friend,Friend
2,2,female,j,j,1,595,Self,Self
2,2,female,j,f,0,354,Friend,Self
2,2,female,j,j,1,452,Self,Self
2,2,female,j,f,0,494,Self,Friend
2,2,female,j,j,1,497,Friend,Friend
2,2,female,j,f,1,604,Friend,Stranger
2,2,female,j,j,1,488,Friend,Friend
2,2,female,j,j,0,651,Self,Self
2,2,female,j,j,1,631,Stranger,Stranger
2,2,female,j,f,1,703,Friend,Self
2,2,female,j,j,1,388,Self,Self
2,2,female,j,f,1,717,Stranger,self
2,2,female,j,f,1,488,Self,Stranger
2,2,female,j,f,1,587,Stranger,Friend
2,2,female,j,j,0,579,Stranger,Stranger
2,2,female,j,f,0,422,Self,Friend
2,2,female,j,f,1,599,Stranger,Friend
2,2,female,j,j,1,499,Self,Self
2,2,female,j,f,1,563,Friend,Self
2,2,female,j,j,1,594,Stranger,Stranger
2,2,female,j,j,1,520,Stranger,Stranger
2,2,female,j,f,0,0,Self,Friend
2,2,female,j,f,1,640,Stranger,self
2,2,female,j,f,1,543,Self,Stranger
2,2,female,j,f,1,765,Friend,Stranger
2,2,female,j,j,1,475,Friend,Friend
2,2,female,j,j,1,626,Friend,Friend
2,2,female,j,j,1,411,Self,Self
2,2,female,j,f,0,443,Friend,Self
2,2,female,j,f,1,537,Self,Friend
2,2,female,j,f,1,594,Stranger,self
2,2,female,j,f,1,662,Friend,Stranger
2,2,female,j,j,1,852,Self,Self
2,2,female,j,j,1,526,Stranger,Stranger
2,2,female,j,j,1,522,Friend,Friend
2,2,female,j,j,1,399,Friend,Friend
2,2,female,j,f,1,424,Stranger,Friend
2,2,female,j,j,1,395,Self,Self
2,2,female,j,j,1,583,Stranger,Stranger
2,2,female,j,f,1,670,Self,Stranger
2,2,female,j,j,1,483,Self,Self
2,2,female,j,f,1,672,Stranger,Friend
2,2,female,j,j,1,589,Stranger,Stranger
2,2,female,j,f,1,777,Self,Friend
2,2,female,j,f,1,1133,Stranger,self
2,2,female,j,f,1,734,Self,Stranger
2,2,female,j,f,0,505,Friend,Stranger
2,2,female,j,f,0,466,Friend,Self
2,2,female,j,j,1,454,Friend,Friend
2,2,female,j,j,1,496,Self,Self
2,2,female,j,j,1,620,Stranger,Stranger
2,2,female,j,j,1,564,Friend,Friend
2,2,female,j,f,1,472,Self,Friend
2,2,female,j,f,0,446,Stranger,self
2,2,female,j,f,1,575,Self,Stranger
2,2,female,j,j,0,0,Stranger,Stranger
2,2,female,j,j,1,471,Self,Self
2,2,female,j,j,1,417,Friend,Friend
2,2,female,j,f,1,529,Friend,Self
2,2,female,j,j,1,656,Friend,Friend
2,2,female,j,f,1,483,Friend,Stranger
2,2,female,j,f,1,534,Stranger,Friend
2,2,female,j,j,1,428,Stranger,Stranger
2,2,female,j,j,1,575,Self,Self
2,2,female,j,f,1,558,Self,Stranger
2,2,female,j,j,1,452,Stranger,Stranger
2,2,female,j,f,1,565,Stranger,self
2,2,female,j,f,0,538,Friend,Stranger
2,2,female,j,j,1,610,Friend,Friend
2,2,female,j,j,1,391,Self,Self
2,2,female,j,j,1,438,Friend,Friend
2,2,female,j,j,1,423,Self,Self
2,2,female,j,j,1,533,Stranger,Stranger
2,2,female,j,f,1,620,Stranger,Friend
2,2,female,j,f,1,762,Friend,Self
2,2,female,j,f,0,437,Self,Friend
2,2,female,j,j,1,367,Self,Self
2,2,female,j,f,0,374,Self,Friend
2,2,female,j,j,1,542,Friend,Friend
2,2,female,j,f,1,543,Friend,Stranger
2,2,female,j,f,1,789,Stranger,Friend
2,2,female,j,j,1,912,Stranger,Stranger
2,2,female,j,j,1,525,Stranger,Stranger
2,2,female,j,j,1,692,Self,Self
2,2,female,j,f,1,636,Friend,Self
2,2,female,j,f,1,538,Self,Stranger
2,2,female,j,f,0,473,Stranger,self
2,2,female,j,j,1,644,Friend,Friend
2,2,female,j,f,1,663,Friend,Self
2,2,female,j,f,0,487,Stranger,self
2,2,female,j,f,1,607,Stranger,Friend
2,2,female,j,j,1,455,Self,Self
2,2,female,j,j,1,677,Friend,Friend
2,2,female,j,j,1,471,Stranger,Stranger
2,2,female,j,f,0,467,Self,Friend
2,2,female,j,f,1,559,Self,Stranger
2,2,female,j,j,1,558,Stranger,Stranger
2,2,female,j,f,1,674,Friend,Stranger
2,2,female,j,j,1,550,Self,Self
2,2,female,j,j,1,461,Friend,Friend
2,2,female,j,f,0,494,Stranger,self
2,2,female,j,j,1,437,Self,Self
2,2,female,j,j,1,473,Stranger,Stranger
2,2,female,j,f,1,510,Friend,Stranger
2,2,female,j,f,1,819,Self,Friend
2,2,female,j,f,0,428,Friend,Self
2,2,female,j,f,1,659,Stranger,Friend
2,2,female,j,j,1,490,Self,Self
2,2,female,j,j,1,593,Friend,Friend
2,2,female,j,j,1,494,Stranger,Stranger
2,2,female,j,f,0,338,Self,Stranger
2,2,female,j,j,1,498,Friend,Friend
2,2,female,j,f,1,676,Self,Friend
2,2,female,j,j,1,513,Self,Self
2,2,female,j,j,1,668,Friend,Friend
2,2,female,j,f,1,660,Self,Stranger
2,2,female,j,j,0,475,Stranger,Stranger
2,2,female,j,j,1,541,Stranger,Stranger
2,2,female,j,f,1,688,Friend,Self
2,2,female,j,j,1,350,Self,Self
2,2,female,j,j,1,472,Friend,Friend
2,2,female,j,f,1,644,Stranger,self
2,2,female,j,f,1,640,Friend,Stranger
2,2,female,j,f,1,603,Stranger,Friend
2,2,female,j,j,1,564,Stranger,Stranger
2,2,female,j,j,1,502,Self,Self
2,2,female,j,j,1,471,Self,Self
2,2,female,j,f,1,503,Stranger,self
2,2,female,j,f,1,671,Friend,Stranger
2,2,female,j,j,1,520,Stranger,Stranger
2,2,female,j,f,1,561,Self,Stranger
2,2,female,j,f,0,667,Self,Friend
2,2,female,j,j,1,533,Friend,Friend
2,2,female,j,f,1,729,Stranger,Friend
2,2,female,j,j,0,0,Friend,Friend
2,2,female,j,f,1,535,Friend,Self
2,2,female,j,f,0,471,Stranger,self
2,2,female,j,f,1,632,Friend,Stranger
2,2,female,j,j,1,493,Stranger,Stranger
2,2,female,j,j,1,509,Stranger,Stranger
2,2,female,j,j,1,461,Friend,Friend
2,2,female,j,f,1,468,Stranger,Friend
2,2,female,j,f,1,495,Self,Stranger
2,2,female,j,j,1,758,Self,Self
2,2,female,j,f,1,395,Self,Friend
2,2,female,j,j,1,410,Self,Self
2,2,female,j,j,0,294,Friend,Friend
2,2,female,j,f,1,588,Friend,Self
2,2,female,j,f,0,497,Stranger,self
2,2,female,j,j,1,424,Stranger,Stranger
2,2,female,j,f,0,473,Friend,Stranger
2,2,female,j,j,1,671,Stranger,Stranger
2,2,female,j,f,1,587,Stranger,Friend
2,2,female,j,j,1,449,Self,Self
2,2,female,j,j,1,472,Self,Self
2,2,female,j,j,1,548,Friend,Friend
2,2,female,j,f,1,615,Self,Stranger
2,2,female,j,f,0,467,Friend,Self
2,2,female,j,f,0,0,Self,Friend
2,2,female,j,j,1,461,Friend,Friend
2,2,female,j,f,1,649,Friend,Stranger
2,2,female,j,j,1,611,Friend,Friend
2,2,female,j,j,1,506,Stranger,Stranger
2,2,female,j,f,1,569,Self,Friend
2,2,female,j,j,1,521,Self,Self
2,2,female,j,j,1,507,Friend,Friend
2,2,female,j,f,1,627,Stranger,self
2,2,female,j,f,0,467,Self,Stranger
2,2,female,j,f,1,800,Stranger,Friend
2,2,female,j,j,1,531,Stranger,Stranger
2,2,female,j,f,1,656,Friend,Self
2,2,female,j,j,1,602,Self,Self
2,2,female,j,f,1,452,Friend,Stranger
2,2,female,j,f,1,603,Stranger,self
2,2,female,j,f,1,549,Self,Friend
2,2,female,j,j,1,444,Self,Self
2,2,female,j,j,0,510,Friend,Friend
2,2,female,j,f,1,461,Stranger,Friend
2,2,female,j,j,1,624,Stranger,Stranger
2,2,female,j,j,0,622,Self,Self
2,2,female,j,f,1,505,Friend,Self
2,2,female,j,j,1,784,Stranger,Stranger
2,2,female,j,f,1,468,Self,Stranger
2,2,female,j,j,1,428,Friend,Friend
2,2,female,j,j,1,720,Friend,Friend
2,2,female,j,f,1,591,Friend,Stranger
2,2,female,j,j,1,395,Self,Self
2,2,female,j,j,1,577,Friend,Friend
2,2,female,j,f,1,691,Stranger,self
2,2,female,j,f,1,726,Stranger,Friend
2,2,female,j,f,1,656,Self,Stranger
2,2,female,j,f,0,481,Friend,Self
2,2,female,j,j,0,432,Stranger,Stranger
2,2,female,j,j,1,515,Self,Self
2,2,female,j,f,1,527,Self,Friend
2,2,female,j,j,1,552,Stranger,Stranger
2,2,female,j,f,1,624,Self,Stranger
2,2,female,j,f,1,759,Self,Friend
2,2,female,j,j,1,393,Self,Self
2,2,female,j,j,1,598,Stranger,Stranger
2,2,female,j,f,1,484,Stranger,Friend
2,2,female,j,j,1,715,Friend,Friend
2,2,female,j,f,1,445,Stranger,self
2,2,female,j,f,0,547,Friend,Stranger
2,2,female,j,j,1,469,Friend,Friend
2,2,female,j,j,1,399,Self,Self
2,2,female,j,f,1,713,Friend,Self
2,2,female,j,j,1,517,Stranger,Stranger
2,2,female,j,f,1,680,Stranger,Friend
2,2,female,j,j,1,552,Stranger,Stranger
2,2,female,j,f,1,727,Self,Stranger
2,2,female,j,j,0,746,Self,Self
2,2,female,j,j,1,391,Self,Self
2,2,female,j,j,1,507,Stranger,Stranger
2,2,female,j,f,1,521,Stranger,self
2,2,female,j,f,1,858,Friend,Self
2,2,female,j,f,0,494,Friend,Stranger
2,2,female,j,j,1,327,Friend,Friend
2,2,female,j,f,1,552,Self,Friend
2,2,female,j,j,1,700,Friend,Friend
2,2,female,j,j,1,583,Stranger,Stranger
2,2,female,j,f,1,623,Self,Stranger
2,2,female,j,f,1,839,Friend,Self
2,2,female,j,j,1,727,Friend,Friend
2,2,female,j,f,1,538,Friend,Stranger
2,2,female,j,f,1,613,Self,Friend
2,2,female,j,j,1,460,Stranger,Stranger
2,2,female,j,j,1,469,Self,Self
2,2,female,j,j,1,568,Friend,Friend
2,2,female,j,f,1,494,Stranger,Friend
2,2,female,j,j,1,512,Self,Self
2,2,female,j,f,1,392,Stranger,self
2,2,female,j,f,1,555,Self,Friend
2,2,female,j,f,1,718,Stranger,self
2,2,female,j,j,1,430,Stranger,Stranger
2,2,female,j,f,1,565,Friend,Self
2,2,female,j,j,1,508,Self,Self
2,2,female,j,f,1,485,Stranger,Friend
2,2,female,j,j,1,488,Friend,Friend
2,2,female,j,f,1,658,Self,Stranger
2,2,female,j,j,1,439,Self,Self
2,2,female,j,j,0,435,Friend,Friend
2,2,female,j,j,1,528,Stranger,Stranger
2,2,female,j,f,1,502,Friend,Stranger
2,2,female,j,j,1,544,Friend,Friend
2,2,female,j,f,1,583,Self,Friend
2,2,female,j,j,1,539,Stranger,Stranger
2,2,female,j,j,1,1044,Friend,Friend
2,2,female,j,f,1,458,Friend,Self
2,2,female,j,j,1,528,Stranger,Stranger
2,2,female,j,f,0,653,Friend,Stranger
2,2,female,j,j,1,579,Self,Self
2,2,female,j,f,1,672,Stranger,self
2,2,female,j,f,0,594,Self,Stranger
2,2,female,j,f,1,701,Stranger,Friend
2,2,female,j,j,1,517,Self,Self
2,2,female,j,f,1,589,Friend,Self
2,2,female,j,j,1,454,Stranger,Stranger
2,2,female,j,f,1,633,Stranger,self
2,2,female,j,f,1,587,Stranger,Friend
2,2,female,j,j,1,501,Self,Self
2,2,female,j,j,0,635,Friend,Friend
2,2,female,j,j,1,611,Self,Self
2,2,female,j,j,0,814,Friend,Friend
2,2,female,j,f,1,601,Self,Friend
2,2,female,j,j,1,477,Stranger,Stranger
2,2,female,j,f,1,460,Self,Stranger
2,2,female,j,f,1,638,Friend,Stranger
2,2,female,j,j,1,663,Stranger,Stranger
2,2,female,j,f,1,448,Self,Stranger
2,2,female,j,j,1,667,Self,Self
2,2,female,j,f,1,624,Friend,Stranger
2,2,female,j,f,0,735,Stranger,self
2,2,female,j,f,1,600,Self,Friend
2,2,female,j,j,0,0,Friend,Friend
2,2,female,j,f,1,464,Friend,Self
2,2,female,j,j,1,599,Friend,Friend
2,2,female,j,j,1,623,Stranger,Stranger
2,2,female,j,f,1,710,Stranger,Friend
2,2,female,j,j,1,588,Self,Self
2,2,female,j,f,1,712,Friend,Self
2,2,female,j,j,0,649,Stranger,Stranger
2,2,female,j,j,1,632,Friend,Friend
2,2,female,j,j,1,470,Stranger,Stranger
2,2,female,j,f,0,382,Self,Stranger
2,2,female,j,f,1,700,Stranger,Friend
2,2,female,j,j,1,498,Self,Self
2,2,female,j,f,1,515,Stranger,self
2,2,female,j,f,1,594,Self,Friend
2,2,female,j,j,1,498,Friend,Friend
2,2,female,j,j,1,496,Self,Self
2,2,female,j,f,1,741,Friend,Stranger
2,2,female,j,f,0,431,Stranger,Friend
2,2,female,j,f,1,609,Friend,Self
2,2,female,j,f,1,575,Friend,Stranger
2,2,female,j,j,1,483,Friend,Friend
2,2,female,j,j,1,633,Friend,Friend
2,2,female,j,j,1,329,Self,Self
2,2,female,j,f,1,572,Self,Stranger
2,2,female,j,f,1,557,Stranger,self
2,2,female,j,f,1,648,Self,Friend
2,2,female,j,j,1,493,Stranger,Stranger
2,2,female,j,j,1,603,Self,Self
2,2,female,j,j,0,425,Stranger,Stranger
3,1,female,f,f,,,Friend,Friend
3,1,female,f,j,,,Self,Friend
3,1,female,f,j,,,Self,Stranger
3,1,female,f,j,,,Stranger,self
3,1,female,f,f,,,Stranger,Stranger
3,1,female,f,j,,,Stranger,Friend
3,1,female,f,f,,,Stranger,Stranger
3,1,female,f,f,,,Self,Self
3,1,female,f,f,,,Self,Self
3,1,female,f,j,,,Friend,Stranger
3,1,female,f,j,,,Friend,Self
3,1,female,f,f,,,Friend,Friend
3,1,female,f,f,1,565,Friend,Friend
3,1,female,f,j,1,454,Stranger,self
3,1,female,f,f,1,466,Self,Self
3,1,female,f,j,1,667,Stranger,Friend
3,1,female,f,f,0,598,Friend,Friend
3,1,female,f,j,1,669,Friend,Self
3,1,female,f,j,1,775,Self,Stranger
3,1,female,f,j,1,627,Self,Friend
3,1,female,f,f,1,851,Stranger,Stranger
3,1,female,f,f,1,484,Self,Self
3,1,female,f,j,0,0,Friend,Stranger
3,1,female,f,f,0,687,Stranger,Stranger
3,1,female,f,f,1,431,Self,Self
3,1,female,f,j,1,571,Friend,Stranger
3,1,female,f,f,1,505,Friend,Friend
3,1,female,f,j,1,845,Self,Friend
3,1,female,f,j,1,795,Stranger,self
3,1,female,f,f,1,726,Stranger,Stranger
3,1,female,f,f,0,840,Friend,Friend
3,1,female,f,j,1,832,Stranger,Friend
3,1,female,f,j,1,596,Friend,Self
3,1,female,f,f,1,631,Stranger,Stranger
3,1,female,f,f,1,533,Self,Self
3,1,female,f,j,1,666,Self,Stranger
3,1,female,f,f,1,668,Friend,Friend
3,1,female,f,j,1,797,Stranger,self
3,1,female,f,j,1,546,Self,Stranger
3,1,female,f,f,1,468,Self,Self
3,1,female,f,f,1,521,Self,Self
3,1,female,f,j,1,498,Friend,Self
3,1,female,f,j,1,673,Friend,Stranger
3,1,female,f,j,1,615,Self,Friend
3,1,female,f,f,1,570,Stranger,Stranger
3,1,female,f,f,1,638,Friend,Friend
3,1,female,f,f,1,819,Stranger,Stranger
3,1,female,f,j,1,648,Stranger,Friend
3,1,female,f,j,0,452,Friend,Stranger
3,1,female,f,f,1,497,Self,Self
3,1,female,f,f,1,501,Stranger,Stranger
3,1,female,f,j,1,577,Self,Stranger
3,1,female,f,f,1,967,Friend,Friend
3,1,female,f,j,1,437,Self,Friend
3,1,female,f,f,1,425,Self,Self
3,1,female,f,j,1,442,Friend,Self
3,1,female,f,f,1,430,Stranger,Stranger
3,1,female,f,j,1,423,Stranger,self
3,1,female,f,f,1,525,Friend,Friend
3,1,female,f,j,1,584,Stranger,Friend
3,1,female,f,f,1,449,Stranger,Stranger
3,1,female,f,f,1,403,Friend,Friend
3,1,female,f,j,1,674,Stranger,Friend
3,1,female,f,j,1,471,Stranger,self
3,1,female,f,j,1,482,Self,Stranger
3,1,female,f,f,1,514,Friend,Friend
3,1,female,f,j,1,885,Friend,Stranger
3,1,female,f,f,1,419,Self,Self
3,1,female,f,j,1,671,Self,Friend
3,1,female,f,j,1,501,Friend,Self
3,1,female,f,f,1,461,Stranger,Stranger
3,1,female,f,f,1,616,Self,Self
3,1,female,f,j,1,448,Self,Stranger
3,1,female,f,f,1,479,Self,Self
3,1,female,f,j,1,515,Self,Friend
3,1,female,f,f,1,546,Friend,Friend
3,1,female,f,f,1,445,Stranger,Stranger
3,1,female,f,f,1,573,Stranger,Stranger
3,1,female,f,j,1,455,Friend,Self
3,1,female,f,j,1,538,Friend,Stranger
3,1,female,f,j,1,600,Stranger,self
3,1,female,f,f,1,469,Friend,Friend
3,1,female,f,f,1,561,Self,Self
3,1,female,f,j,0,631,Stranger,Friend
3,1,female,f,f,1,573,Stranger,Stranger
3,1,female,f,j,0,525,Stranger,Friend
3,1,female,f,j,1,519,Self,Stranger
3,1,female,f,f,0,771,Friend,Friend
3,1,female,f,f,1,570,Stranger,Stranger
3,1,female,f,f,1,526,Friend,Friend
3,1,female,f,f,1,439,Self,Self
3,1,female,f,j,1,642,Friend,Self
3,1,female,f,j,1,737,Self,Friend
3,1,female,f,j,1,608,Stranger,self
3,1,female,f,f,1,529,Self,Self
3,1,female,f,j,1,735,Friend,Stranger
3,1,female,f,f,1,452,Self,Self
3,1,female,f,f,1,580,Self,Self
3,1,female,f,f,1,598,Stranger,Stranger
3,1,female,f,f,1,421,Friend,Friend
3,1,female,f,j,1,553,Stranger,self
3,1,female,f,f,1,505,Friend,Friend
3,1,female,f,j,1,653,Stranger,Friend
3,1,female,f,j,1,697,Self,Friend
3,1,female,f,f,1,695,Stranger,Stranger
3,1,female,f,j,1,629,Friend,Self
3,1,female,f,j,1,549,Friend,Stranger
3,1,female,f,j,1,782,Self,Stranger
3,1,female,f,f,0,752,Self,Self
3,1,female,f,f,1,574,Stranger,Stranger
3,1,female,f,f,1,541,Friend,Friend
3,1,female,f,j,1,739,Self,Stranger
3,1,female,f,j,1,625,Stranger,self
3,1,female,f,f,0,0,Friend,Friend
3,1,female,f,j,1,559,Self,Friend
3,1,female,f,j,0,569,Friend,Stranger
3,1,female,f,f,1,468,Self,Self
3,1,female,f,j,1,828,Friend,Self
3,1,female,f,j,1,642,Stranger,Friend
3,1,female,f,f,1,403,Stranger,Stranger
3,1,female,f,j,1,504,Stranger,self
3,1,female,f,f,1,391,Self,Self
3,1,female,f,j,1,497,Friend,Self
3,1,female,f,f,1,536,Friend,Friend
3,1,female,f,f,1,711,Stranger,Stranger
3,1,female,f,f,1,571,Self,Self
3,1,female,f,j,1,554,Stranger,Friend
3,1,female,f,f,1,604,Friend,Friend
3,1,female,f,f,1,779,Stranger,Stranger
3,1,female,f,j,1,650,Friend,Stranger
3,1,female,f,j,1,472,Self,Stranger
3,1,female,f,j,1,555,Self,Friend
3,1,female,f,j,1,688,Friend,Stranger
3,1,female,f,f,1,408,Self,Self
3,1,female,f,j,1,483,Stranger,self
3,1,female,f,f,1,406,Self,Self
3,1,female,f,f,1,473,Stranger,Stranger
3,1,female,f,f,1,337,Stranger,Stranger
3,1,female,f,f,1,568,Friend,Friend
3,1,female,f,f,1,293,Friend,Friend
3,1,female,f,j,1,491,Friend,Self
3,1,female,f,j,1,633,Self,Friend
3,1,female,f,j,1,458,Self,Stranger
3,1,female,f,j,1,566,Stranger,Friend
3,1,female,f,f,1,378,Self,Self
3,1,female,f,f,1,357,Self,Self
3,1,female,f,j,1,439,Self,Stranger
3,1,female,f,f,1,593,Friend,Friend
3,1,female,f,j,1,531,Self,Friend
3,1,female,f,j,0,334,Friend,Self
3,1,female,f,j,1,467,Friend,Stranger
3,1,female,f,j,1,515,Stranger,self
3,1,female,f,f,1,607,Stranger,Stranger
3,1,female,f,f,1,669,Friend,Friend
3,1,female,f,f,1,657,Stranger,Stranger
3,1,female,f,j,1,839,Stranger,Friend
3,1,female,f,j,1,460,Stranger,self
3,1,female,f,j,1,774,Friend,Stranger
3,1,female,f,j,1,507,Self,Friend
3,1,female,f,f,1,408,Self,Self
3,1,female,f,f,1,655,Friend,Friend
3,1,female,f,f,1,587,Stranger,Stranger
3,1,female,f,j,1,510,Friend,Self
3,1,female,f,j,1,537,Self,Stranger
3,1,female,f,j,0,650,Stranger,Friend
3,1,female,f,f,1,496,Stranger,Stranger
3,1,female,f,f,1,398,Friend,Friend
3,1,female,f,f,1,400,Self,Self
3,1,female,f,j,0,579,Self,Friend
3,1,female,f,j,1,562,Friend,Stranger
3,1,female,f,f,1,387,Self,Self
3,1,female,f,f,1,472,Stranger,Stranger
3,1,female,f,j,1,440,Self,Stranger
3,1,female,f,j,0,753,Stranger,Friend
3,1,female,f,f,1,451,Stranger,Stranger
3,1,female,f,j,1,594,Stranger,self
3,1,female,f,f,0,714,Friend,Friend
3,1,female,f,f,1,379,Self,Self
3,1,female,f,f,1,552,Friend,Friend
3,1,female,f,j,1,511,Friend,Self
3,1,female,f,j,0,535,Stranger,Friend
3,1,female,f,f,1,464,Friend,Friend
3,1,female,f,f,1,386,Self,Self
3,1,female,f,f,1,519,Stranger,Stranger
3,1,female,f,f,1,344,Self,Self
3,1,female,f,j,1,485,Friend,Self
3,1,female,f,j,1,636,Self,Friend
3,1,female,f,j,1,658,Friend,Stranger
3,1,female,f,j,1,693,Stranger,self
3,1,female,f,f,1,493,Stranger,Stranger
3,1,female,f,j,1,676,Self,Stranger
3,1,female,f,f,1,753,Friend,Friend
3,1,female,f,j,1,647,Friend,Stranger
3,1,female,f,f,1,554,Stranger,Stranger
3,1,female,f,j,1,625,Stranger,Friend
3,1,female,f,j,0,567,Friend,Self
3,1,female,f,f,1,480,Self,Self
3,1,female,f,f,1,797,Friend,Friend
3,1,female,f,j,1,701,Stranger,self
3,1,female,f,f,0,468,Self,Self
3,1,female,f,j,1,556,Self,Stranger
3,1,female,f,j,1,580,Self,Friend
3,1,female,f,f,1,664,Stranger,Stranger
3,1,female,f,f,1,662,Friend,Friend
3,1,female,f,f,1,616,Stranger,Stranger
3,1,female,f,f,1,561,Friend,Friend
3,1,female,f,j,1,469,Self,Friend
3,1,female,f,j,1,554,Self,Stranger
3,1,female,f,j,1,737,Friend,Self
3,1,female,f,f,1,396,Self,Self
3,1,female,f,j,0,587,Stranger,Friend
3,1,female,f,j,1,519,Stranger,self
3,1,female,f,f,1,415,Self,Self
3,1,female,f,f,1,628,Stranger,Stranger
3,1,female,f,j,1,608,Friend,Stranger
3,1,female,f,f,1,284,Friend,Friend
3,1,female,f,f,1,466,Self,Self
3,1,female,f,j,1,445,Self,Stranger
3,1,female,f,f,1,498,Stranger,Stranger
3,1,female,f,j,1,556,Friend,Stranger
3,1,female,f,j,1,555,Stranger,self
3,1,female,f,j,1,801,Friend,Self
3,1,female,f,j,1,946,Stranger,Friend
3,1,female,f,f,1,528,Friend,Friend
3,1,female,f,j,1,596,Self,Friend
3,1,female,f,f,1,457,Friend,Friend
3,1,female,f,f,1,459,Self,Self
3,1,female,f,f,1,458,Stranger,Stranger
3,1,female,f,f,1,455,Self,Self
3,1,female,f,j,0,578,Stranger,self
3,1,female,f,j,1,568,Friend,Stranger
3,1,female,f,j,1,569,Self,Stranger
3,1,female,f,f,1,579,Stranger,Stranger
3,1,female,f,f,0,0,Stranger,Stranger
3,1,female,f,f,1,535,Friend,Friend
3,1,female,f,j,0,615,Stranger,Friend
3,1,female,f,j,1,465,Friend,Self
3,1,female,f,f,1,431,Self,Self
3,1,female,f,f,1,495,Friend,Friend
3,1,female,f,j,1,544,Self,Friend
3,1,female,f,f,1,479,Stranger,Stranger
3,1,female,f,f,1,556,Self,Self
3,1,female,f,f,1,509,Friend,Friend
3,1,female,f,f,1,397,Self,Self
3,1,female,f,j,1,473,Friend,Self
3,1,female,f,j,1,599,Friend,Stranger
3,1,female,f,f,1,374,Stranger,Stranger
3,1,female,f,j,1,473,Self,Stranger
3,1,female,f,j,0,526,Stranger,Friend
3,1,female,f,j,1,552,Self,Friend
3,1,female,f,j,1,519,Stranger,self
3,1,female,f,f,1,510,Friend,Friend
3,1,female,f,j,1,649,Stranger,Friend
3,1,female,f,f,1,443,Self,Self
3,1,female,f,j,1,515,Self,Friend
3,1,female,f,f,1,464,Self,Self
3,1,female,f,f,1,581,Friend,Friend
3,1,female,f,j,1,452,Friend,Self
3,1,female,f,j,1,463,Self,Stranger
3,1,female,f,j,1,473,Stranger,self
3,1,female,f,f,1,548,Stranger,Stranger
3,1,female,f,f,1,654,Friend,Friend
3,1,female,f,j,1,491,Friend,Stranger
3,1,female,f,f,1,359,Stranger,Stranger
3,1,female,f,j,1,522,Stranger,self
3,1,female,f,j,1,578,Friend,Stranger
3,1,female,f,j,1,379,Friend,Self
