"","Indice","g","SE","LLCI","ULCI","Q","p","I2"
"1","RT",-1.75973792363745,0.333116759708782,-2.41263477531335,-1.10684107196156,0,1.27331275664622e-07,0
"2","ACC",2.08266313753194,0.351247572866125,1.39423054505723,2.77109573000665,0,3.04171308125553e-09,0
"3","d",1.40665920748122,0.315890647629709,0.787524915073956,2.02579349988848,0,8.46810606914317e-06,0
"4","eta",-2.69659471961317,0.390789240919522,-3.46252755736117,-1.93066188186516,0,5.1863188976121e-12,0
"5","ezDDM v",2.24313153348584,0.360993615961814,1.5355970475518,2.95066601941988,0,5.17280162581884e-10,0
"6","ezDDM z",1.10491524255639,0.303658322679182,0.509755866499351,1.70007461861343,0,0.000274039839718806,0
"7","rwDDM v",1.45637014205608,0.318135411274389,0.832836193751441,2.07990409036072,0,4.69822054103591e-06,0
"8","rwDDM z",0.0842775054908843,0.282968243764769,-0.470330061056613,0.638885072038382,0,0.765830020840302,0
