"","Indice","g","SE","LLCI","ULCI","Q","p","I2"
"1","RT",-0.606400388710309,0.129865230961025,-0.860931564237893,-0.351869213182725,8.7907230740365,3.01993765733587e-06,71.3010256698054
"2","ACC",1.52738563726383,0.664183486218368,0.225609925149573,2.82916134937808,65.4962442381976,0.0214683913239765,96.4425540612259
"3","d",0.671911047021576,0.206851189677968,0.266490165093496,1.07733192894966,20.2432194651673,0.00116104038588092,88.6952704787456
"4","eta",-1.48606446494923,0.594648341698022,-2.65155379814382,-0.320575131754637,52.111900142542,0.0124521701364015,94.7601433894089
"5","ezDDM v",0.989858261888979,0.396321833847303,0.213081741261398,1.76663478251656,47.8499961300626,0.0125032877749647,95.8373682537063
"6","ezDDM z",0.472069096447949,0.171785419660083,0.135375860845088,0.808762332050811,14.5021706490565,0.00599570675667175,86.4058581815252
"7","rwDDM v",0.630770783745588,0.154165976508907,0.328611022146683,0.932930545344494,15.5471055391357,4.28583662865963e-05,82.8565913203031
"8","rwDDM z",-0.0910275458773805,0.0519095607944956,-0.192768415487884,0.0107133237331233,4.61183729162955,0.0795025723086225,0.0305237329140925
